url,headline,datetime,organization,caa,fact_check_details
https://www.altnews.in/is-classification-as-developed-nation-by-us-good-news-for-india-a-fact-check/,Is classification as ‘developed nation’ by US good news for India? – A fact-check,2020-02-15,Alt News,No,
https://www.altnews.in/muslim-family-beats-hindu-man-to-death-train-altercation-given-false-communal-angle/,Muslim family beats Hindu man to death in a train? Incident given false communal angle,2020-02-15,Alt News,No,
https://www.altnews.in/amit-shah-makes-false-claim-that-no-bjp-leader-said-protestors-in-shaheen-bagh-will-rape-women/,Amit Shah makes false claim that no BJP leader said protestors in Shaheen Bagh will rape women,2020-02-14,Alt News,Yes,
https://www.altnews.in/how-twitterati-followed-by-pm-modi-spread-misinformation-about-deepika-padukones-chhapaak/,How Twitterati followed by PM Modi spread misinformation about Deepika Padukone’s ‘Chhapaak’,2020-02-14,Alt News,No,
https://www.altnews.in/car-bomb-explosion-in-iraq-revived-as-cctv-footage-of-pulwama-terror-attack/,Car bomb explosion in Iraq revived as CCTV footage of Pulwama terror attack,2020-02-14,Alt News,No,
https://www.altnews.in/chinese-police-shooting-down-coronavirus-patients-manufactured-clip-viral/,Chinese police ‘shooting down’ coronavirus patients? Manufactured clip viral,2020-02-14,Alt News,No,
https://www.altnews.in/video-of-hawker-carts-demolished-in-odisha-now-shared-as-ahmedabad/,Video of hawker carts demolished in Odisha now shared as Ahmedabad,2020-02-14,Alt News,No,
https://www.altnews.in/video-from-us-viral-as-jain-community-in-surat-hired-helicopter-to-rescue-bird/,Old video from US viral as Jain community in Surat hire helicopter to rescue bird,2020-02-13,Alt News,No,
https://www.altnews.in/fake-tweet-portrays-aap-mla-amanatullah-khan-saying-islam-will-win-across-india/,Fake tweet portrays AAP MLA Amanatullah Khan saying ‘Islam will win across India’,2020-02-13,Alt News,No,
https://www.altnews.in/did-bjp-lose-36-seats-by-a-margin-of-less-than-2000-votes-in-delhi-assembly-elections/,Did BJP lose 36 seats by a margin of less than 2000 votes in Delhi assembly elections?,2020-02-12,Alt News,No,
https://www.altnews.in/rahul-gandhi-blames-pm-modi-for-unemployment-of-eagles-edited-video-viral/,Rahul Gandhi blames PM Modi for ‘unemployment of eagles’? Edited video viral,2020-02-12,Alt News,No,
https://www.altnews.in/fake-letter-being-circulated-in-the-name-of-manoj-tiwari-saying-that-he-asked-amit-shah-and-narendra-modi-not-to-come-to-delhi-for-election-campaign/,Did Manoj Tiwari ask Modi-Shah to not campaign in Delhi ahead of polls? Fake letter viral,2020-02-12,Alt News,No,
https://www.altnews.in/misleading-reports-claim-shaheen-bagh-empty-post-aap-win-in-delhi-election/,Misleading reports claim Shaheen Bagh empty post AAP win in Delhi election,2020-02-11,Alt News,Yes,
https://www.altnews.in/a-video-from-florida-is-shared-as-china-where-birds-effected-by-coronavirus/,"Coronavirus: No, this video of bats removed from a rooftop is not from China",2020-02-11,Alt News,No,
https://www.altnews.in/old-video-from-rajasthan-shared-as-muslims-chanting-slogans-of-islamic-supremacy-amid-delhi-polls/,Old video from Rajasthan shared as Muslims chanting slogans of Islamic supremacy amid Delhi polls,2020-02-10,Alt News,No,
https://www.altnews.in/no-this-video-doesnt-show-people-infected-with-coronavirus-china-screaming-for-help/,"No, this video doesn’t show people infected with Coronavirus in China screaming for help",2020-02-10,Alt News,No,
https://www.altnews.in/old-unrelated-photos-viral-as-zee-news-office-attacked-for-insulting-delhi-voters/,"Old, unrelated photos viral as Zee News office attacked for insulting Delhi voters",2020-02-10,Alt News,No,
https://www.altnews.in/amit-malviya-how-ringmaster-of-bjps-propaganda-machinery-weaponises-misinformation/,Amit Malviya: How the ringmaster of BJP’s propaganda machinery weaponises misinformation,2020-02-10,Alt News,No,
https://www.altnews.in/coronavirus-in-broiler-chicken-h5n1-bird-flu-outbreak-in-china-falsely-linked-with-cov/,Coronavirus in broiler chicken? H5N1 bird flu outbreak in China falsely linked with CoV,2020-02-10,Alt News,No,
https://www.altnews.in/video-that-shows-eviction-process-in-odisha-shared-as-up-with-false-claim/,Video of hawker carts demolished in Odisha shared as UP,2020-02-08,Alt News,No,
https://www.altnews.in/cannabis-kills-coronavirus-vivek-agnihotri-shares-scientific-misinformation-via-meme/,Cannabis kills coronavirus? Vivek Agnihotri shares scientific misinformation via meme,2020-02-08,Alt News,No,
https://www.altnews.in/manjinder-sirsa-shares-report-on-pakistans-punjab-to-target-capt-amarinder-singh/,Manjinder Sirsa shares report on Pakistan’s Punjab to target Capt Amarinder Singh,2020-02-08,Alt News,No,
https://www.altnews.in/no-china-did-not-seek-courts-approval-to-kill-over-20000-coronavirus-patients/,"No, China did not seek court’s approval to kill over 20,000 coronavirus patients",2020-02-07,Alt News,No,
https://www.altnews.in/pm-modi-quotes-faking-news-in-parliament-to-target-former-jk-cm-omar-abdullah/,PM Modi quotes ‘Faking News’ in Parliament to target former J&K CM Omar Abdullah,2020-02-06,Alt News,No,
https://www.altnews.in/media-analysis-anis-skewed-coverage-of-caa-protests-abroad/,Media analysis: ANI’s skewed coverage of CAA protests abroad,2020-02-06,Alt News,Yes,
https://www.altnews.in/people-lying-on-the-road-as-part-of-an-art-project-in-germany-falsely-linked-to-coronavirus/,People lying on the road as part of an art project in Germany falsely linked to Coronavirus,2020-02-06,Alt News,No,
https://www.altnews.in/zariya-not-shariah-sambit-patra-twitted-amanatullah-khan-video-with-false-claim/,BJP’s Sambit Patra falsely claims AAP leader Amanatullah Khan wants to create ‘Sharia’,2020-02-06,Alt News,No,
https://www.altnews.in/son-locked-old-mother-in-house-and-went-to-shaheen-bag-baseless-claim/,Did UP couple lock elderly mother at home to join anti-CAA protest at Shaheen Bagh? Fact-check,2020-02-05,Alt News,Yes,
https://www.altnews.in/magic-blankets-video-revived-now-targeting-bjp/,"‘Magic blankets’ video revived, now targeting BJP ahead of Delhi elections",2020-02-05,Alt News,No,
https://www.altnews.in/ayush-ministrys-claim-that-unani-practices-can-prevent-coronavirus-infection-is-false/,AYUSH ministry’s claim that Unani practices can prevent coronavirus infection is false,2020-02-05,Alt News,No,
https://www.altnews.in/old-video-of-chinese-pres-xi-jinping-visiting-mosque-shared-as-recent-during-coronavirus-outbreak/,Old video of Chinese pres Xi Jinping visiting mosque shared as recent amid coronavirus outbreak,2020-02-05,Alt News,No,
https://www.altnews.in/old-videos-shot-during-african-swine-fever-outbreak-viral-amid-cornonavirus-pandemic/,Old videos shot during African Swine Fever outbreak viral amid Cornonavirus pandemic,2020-02-05,Alt News,No,
https://www.altnews.in/fictional-bjp-mla-anil-upadhyaya-revived-with-false-claim-that-he-was-thrashed-by-women/,"Fictional BJP MLA ‘Anil Upadhyay’ revived, now with false claim that he was thrashed by women",2020-02-04,Alt News,No,
https://www.altnews.in/did-modi-govt-claim-that-it-has-no-plans-to-implement-nationwide-nrc-media-misreports/,Did Modi govt claim it has no plans to implement nationwide NRC? Media misreports,2020-02-04,Alt News,Yes,
https://www.altnews.in/old-video-of-pregnant-woman-injured-in-up-police-lathicharge-viral-amid-caa-protest/,Old video of pregnant woman injured in UP police lathicharge viral amid CAA protest,2020-02-04,Alt News,Yes,
https://www.altnews.in/truth-about-sting-claiming-shaheen-bagh-women-were-paid-rs-500-alt-news-newslaundry-joint-investigation/,Truth about “sting” claiming Shaheen Bagh women were paid Rs 500: Alt News-Newslaundry joint investigation,2020-02-04,Alt News,Yes,
https://www.altnews.in/video-of-indonesian-meat-market-viral-as-epicenter-of-coronavirus-outbreak-in-wuhan-china/,"Video of Indonesian meat market viral as epicentre of coronavirus outbreak in Wuhan, China",2020-02-04,Alt News,No,
https://www.altnews.in/did-shaheen-bagh-protester-burn-indian-flag-no-old-image-from-pakistan/,Old image from Pakistan shared as Shaheen Bagh protesters burning Indian flag,2020-02-04,Alt News,Yes,
https://www.altnews.in/abvp-claims-jnu-student-kamlesh-mandriya-was-attacked-by-left-mandriya-refutes-and-blames-abvp/,"ABVP claims JNU student Kamlesh Mandriya was attacked by Left, Mandriya refutes and blames ABVP",2020-02-04,Alt News,Yes,
https://www.altnews.in/aap-gives-magic-blankets-to-different-abled-video-viral-with-false-claim/,AAP gives ‘magic’ blankets to different-abled? Video viral with false claim,2020-02-04,Alt News,No,
https://www.altnews.in/video-of-suicide-attempt-in-tamil-nadu-viral-as-lic-employee-taking-his-own-life-in-gujarat/,Video of suicide attempt in Tamil Nadu viral as LIC employee taking his own life in Gujarat,2020-02-04,Alt News,No,
https://www.altnews.in/incorrect-voter-information-of-jamia-shooter-circulated-to-suggest-hes-not-minor/,Incorrect voter information of Jamia shooter circulated to suggest he’s not a minor,2020-02-03,Alt News,Yes,
https://www.altnews.in/old-video-of-ex-malaysian-pm-viral-as-chinese-pm-praying-in-a-mosque-amid-coronavirus-outbreak/,Old video of ex-Malaysian PM viral as Chinese PM praying in a mosque amid Coronavirus outbreak,2020-02-03,Alt News,No,
https://www.altnews.in/old-provocative-speech-by-muslim-cleric-shared-amid-anti-caa-protests/,Old provocative speech by Muslim cleric shared amid anti-CAA protests,2020-02-03,Alt News,Yes,
https://www.altnews.in/images-video-abnormal-newborn-child-started-speaking-after-birth-false-claim/,"Photos, video of baby who died due to birth defect viral as newborn talking after birth",2020-03-31,Alt News,No,
https://www.altnews.in/old-video-from-peru-falsely-shared-as-mass-prayers-offered-in-italy-in-light-of-coronavirus-pandemic/,Old video from Peru falsely shared as mass prayers offered in Italy in light of coronavirus pandemic,2020-03-31,Alt News,No,
https://www.altnews.in/old-photos-of-spain-shared-as-italian-man-committing-suicide-after-family-death-due-to-coronavirus/,Old image from Spain shared as Italian boy commits suicide after family dies due to coronavirus,2020-03-31,Alt News,No,
https://www.altnews.in/old-images-from-rawalpindi-pakistan-shared-as-crowd-during-lockdown-in-kolkata-west-bengal/,Coronavirus: Old images from Kolkata and Pakistan falsely shared as curfew violation in West Bengal,2020-03-31,Alt News,No,
https://www.altnews.in/old-video-of-thief-beaten-in-mexico-shared-as-police-atrocity-during-the-lockdown-in-spain/,Coronavirus: Old video from Mexico shared as Spanish police action on curfew violators,2020-03-31,Alt News,No,
https://www.altnews.in/photo-of-up-police-punishing-lockdown-violators-shared-as-mistreatment-of-migrant-workers/,Photo of UP police punishing lockdown violators shared as mistreatment of migrant workers,2020-03-30,Alt News,No,
https://www.altnews.in/video-of-2019-protest-in-azerbaijani-shared-as-spanish-police-excess-during-covid-19-lockdown/,Video of 2019 protest in Azerbaijan shared as Spanish police excess during COVID-19 lockdown,2020-03-30,Alt News,No,
https://www.altnews.in/old-unrelated-video-shared-as-muslims-licking-utensils-to-spread-coronavirus-infection/,"Old, unrelated video shared as Muslims licking utensils to spread coronavirus infection",2020-03-30,Alt News,No,
https://www.altnews.in/coronavirus-old-prank-video-shared-as-man-scaring-off-people-in-goa-during-lockdown/,Coronavirus: Old prank video shared as man scaring off people in Goa during lockdown,2020-03-30,Alt News,No,
https://www.altnews.in/old-video-from-myanmar-falsely-shared-as-chinese-monks-sprinkling-cow-urine-amid-covid-19-pandemic/,Old video from Myanmar falsely shared as Chinese monks sprinkling cow urine amid COVID-19 pandemic,2020-03-29,Alt News,No,
https://www.altnews.in/old-unrelated-video-of-a-woman-committing-suicide-shared-as-a-person-committed-suicide-in-newyork-after-getting-infected-with-coronavirus/,Video from 2015 shared as woman commits suicide in US due to coronavirus infection,2020-03-29,Alt News,No,
https://www.altnews.in/no-this-woman-is-not-a-radio-host-broadcasting-sanskrit-verses-in-spain-every-morning/,"No, this woman is not a radio host broadcasting Sanskrit verses in Spain every morning",2020-03-28,Alt News,No,
https://www.altnews.in/were-50-foreigners-from-itlay-iran-and-china-hiding-in-mosque-due-to-corona-virus-detained-in-bihar-kurji/,"No, foreign nationals from Italy, Iran weren’t hiding in Patna mosque to avoid coronavirus testing",2020-03-28,Alt News,No,
https://www.altnews.in/old-video-of-interfaith-service-viral-as-donald-trump-offers-islamic-prayers-amid-coronavirus-pandemic/,Old video of interfaith service viral as Donald Trump offers Islamic prayers amid coronavirus pandemic,2020-03-28,Alt News,No,
https://www.altnews.in/no-korean-drama-my-secret-terrius-did-not-predict-covid-19/,"No, Korean drama ‘My Secret, Terrius’ did not ‘predict’ COVID-19",2020-03-28,Alt News,No,
https://www.altnews.in/morphed-news-graphics-falsely-claim-amit-shah-contracted-coronavirus/,Morphed news graphics falsely claim Amit Shah contracted coronavirus,2020-03-28,Alt News,No,
https://www.altnews.in/old-video-of-dead-bodies-in-mecca-during-hajj-shared-as-coronavirus-victims/,Old video of dead bodies in Mecca during Hajj shared as coronavirus victims,2020-03-28,Alt News,No,
https://www.altnews.in/news-from-2019-viral-as-azim-premji-donates-rs-50000-crore-during-coronavirus-pandemic/,"News from 2019 viral as Azim Premji donates Rs 50,000 crore during coronavirus pandemic",2020-03-27,Alt News,No,
https://www.altnews.in/no-deers-did-not-turn-on-ooty-coimbatore-road-as-covid-19-lockdown-restricts-human-activity/,"No, deers did not turn up on Ooty-Coimbatore road as COVID-19 lockdown restricts human activity",2020-03-27,Alt News,No,
https://www.altnews.in/no-indian-army-has-not-built-1000-bed-quarantine-facility-for-coronavirus-patients/,"No, Indian army has not built 1000-bed quarantine facility for coronavirus patients",2020-03-27,Alt News,No,
https://www.altnews.in/fake-audio-clip-claims-59-people-test-positive-for-coronavirus-in-nagpur/,Viral audio falsely claims 59 positive coronavirus cases in Nagpur,2020-03-27,Alt News,No,
https://www.altnews.in/images-of-earthquake-aftermath-in-croatia-shared-as-coronavirus-patients-in-italy/,Images of aftermath of earthquake in Croatia shared as coronavirus patients in Italy,2020-03-26,Alt News,No,
https://www.altnews.in/an-image-from-malaysia-has-been-shared-as-indonesian-doctor-who-died-while-treating-coronavirus-patients/,COVID-19: Photo from Malaysia shared as Indonesian doctor who died treating patients,2020-03-26,Alt News,No,
https://www.altnews.in/vidoe-of-a-corona-virus-patient-named-mubashir-viral-as-that-of-deceased-26-year-old-doctor-riaz/,COVID-19: Video of Pak patient in UK shared as Pak doctor who died after treating patients,2020-03-26,Alt News,No,
https://www.altnews.in/scene-from-2007-sci-fi-miniseries-viral-as-mass-graves-of-coronavirus-victims-in-italy/,Scene from 2007 sci-fi miniseries viral as mass graves of coronavirus victims in Italy,2020-03-26,Alt News,No,
https://www.altnews.in/covid-19-viral-video-of-patient-gasping-for-breath-is-not-from-india/,COVID-19: Viral video of patient gasping for breath is NOT from India,2020-03-26,Alt News,No,
https://www.altnews.in/no-dr-ramesh-guptas-zoology-book-does-not-mention-a-cure-for-novel-coronavirus/,"No, Dr Ramesh Gupta’s zoology book DOES NOT mention a cure for novel coronavirus",2020-03-25,Alt News,No,
https://www.altnews.in/photo-from-1985-where-mother-in-protective-gear-holds-her-baby-given-coronavirus-spin/,Photo from 1985 where mother in protective gear holds her baby given coronavirus spin,2020-03-25,Alt News,No,
https://www.altnews.in/covid-19-video-of-belgian-man-rubbing-saliva-ridden-hand-on-metro-train-handrail-viral-in-india/,COVID-19: Video of Belgian man rubbing saliva-ridden hand on metro train handrail viral in India,2020-03-25,Alt News,No,
https://www.altnews.in/unrelated-incident-from-brazil-viral-as-italian-police-arresting-man-during-covid-19-lockdown/,Unrelated incident from Brazil viral as Italian police arresting man during COVID-19 lockdown,2020-03-25,Alt News,No,
https://www.altnews.in/image-of-couple-at-barcelona-airport-shared-as-italian-doctors-infected-with-coronavirus/,Image of couple at Barcelona airport shared as Italian doctors infected with coronavirus,2020-03-24,Alt News,No,
https://www.altnews.in/old-unrelated-images-shared-as-mass-deaths-due-to-coronavirus/,"Old, unrelated images shared as mass deaths due to coronavirus",2020-03-24,Alt News,No,
https://www.altnews.in/digitally-created-horror-video-shared-as-attack-on-italian-church-by-islamic-forces/,Digitally created horror video shared as attack on Italian church by Islamic forces,2020-03-23,Alt News,No,
https://www.altnews.in/old-image-of-brazilian-president-shared-as-italian-pm-breaks-down-due-covid-19-pandemic/,Old image of Brazilian President shared as Italian PM breaks down due COVID-19 pandemic,2020-03-23,Alt News,No,
https://www.altnews.in/image-of-covid-19-test-kit-shared-as-newly-developed-coronavirus-vaccine-by-roche/,Image of COVID-19 test kit shared as newly developed ‘coronavirus vaccine’ by Roche,2020-03-23,Alt News,No,
https://www.altnews.in/video-from-2011-viral-as-chinese-muslims-offer-namaz-on-road-amid-coronavirus-pandemic/,"Coronavirus: Old video from China viral as people embracing Islam, reading namaz in public",2020-03-23,Alt News,No,
https://www.altnews.in/no-putin-has-not-left-800-lions-on-russian-streets-to-ensure-lockdown-during-covid-19-pandemic/,"No, Putin has not left 800 lions on Russian streets to ensure lockdown during COVID-19 pandemic",2020-03-23,Alt News,No,
https://www.altnews.in/coronavirus-video-of-indonesian-meat-market-shared-as-chinas-wuhan/,Coronavirus: Video from Indonesia shared as wet food market in China’s Wuhan,2020-03-22,Alt News,No,
https://www.altnews.in/fake-notice-attributed-to-delhi-police-claims-rs-11000-fine-for-breaking-junta-curfew-on-march-22/,"Fake notice attributed to Delhi police claims Rs 11,000 fine for breaking ‘Junta curfew’ on March 22",2020-03-21,Alt News,No,
https://www.altnews.in/old-video-of-counter-terrorism-mock-drill-at-singapore-airport-viral-with-coronavirus-spin/,Old video of counter-terrorism mock drill at Singapore airport viral with coronavirus spin,2020-03-21,Alt News,No,
https://www.altnews.in/fact-check-ramdev-coronavirus-cow-urine/,Old image shared as Ramdev overdosed on cow urine to avoid coronavirus infection,2020-03-21,Alt News,No,
https://www.altnews.in/coronavirus-malaysian-govts-restricted-movement-order-shared-as-notice-by-pmo-india/,Coronavirus: Malaysian govt’s ‘Restricted Movement Order’ shared as notice by PMO India,2020-03-21,Alt News,No,
https://www.altnews.in/video-of-covid-19-patient-from-london-shared-as-surat-woman-who-recently-tested-postive/,Video of COVID-19 patient from London shared as Surat woman who recently tested postive,2020-03-21,Alt News,No,
https://www.altnews.in/hostage-rescue-drill-video-at-senegal-airport-viral-with-coronavirus-spin/,Hostage rescue drill video at Senegal airport viral with coronavirus spin,2020-03-21,Alt News,No,
https://www.altnews.in/social-distancing-is-imperative-but-14-hour-janta-curfew-will-not-break-the-cycle-of-infection/,Social distancing is imperative but 14-hour ‘Janta curfew’ will not break the cycle of infection,2020-03-21,Alt News,No,
https://www.altnews.in/sci-check-lifespan-of-coronavirus-outside-the-human-body-on-different-surfaces/,Sci-check: Lifespan of coronavirus outside the human body on different surfaces,2020-03-20,Alt News,No,
https://www.altnews.in/viral-audio-falsely-claims-who-has-recommended-india-lockdown-from-april-15-to-june-15/,Viral audio falsely claims WHO has recommended India lockdown from April 15 to June 15,2020-03-20,Alt News,No,
https://www.altnews.in/mysterious-apocalyptic-planet-spotted-in-the-sky-no-old-hoax-video-viral/,"Mysterious apocalyptic planet spotted in the sky? No, old hoax video viral",2020-03-20,Alt News,No,
https://www.altnews.in/no-medicine-will-be-sprayed-in-the-air-to-kill-coronavirus-fake-message-viral/,No medicine will be sprayed in the air to kill coronavirus; fake message viral,2020-03-20,Alt News,No,
https://www.altnews.in/no-amul-will-not-shut-its-milk-chilling-centres-from-march-21-due-to-coronavirus/,"No, Amul will not shut its milk chilling centres from March 21 due to coronavirus",2020-03-19,Alt News,No,
https://www.altnews.in/no-saddam-hussein-did-not-say-us-had-threatened-iraq-with-coronavirus-in-1990/,"No, Saddam Hussein did not say US had threatened Iraq with coronavirus in 1990",2020-03-19,Alt News,No,
https://www.altnews.in/video-of-coronavirus-mock-drill-in-punjab-goes-viral-with-false-claim/,Coronavirus: Mock drill video by Punjab police viral as real,2020-03-19,Alt News,No,
https://www.altnews.in/fake-audio-clip-attributed-to-dr-devi-shetty-advises-against-getting-tested-for-coronavirus/,Fake audio clip attributed to Dr Devi Shetty advises against getting tested for coronavirus,2020-03-19,Alt News,No,
https://www.altnews.in/old-video-falsely-viral-as-goats-infected-with-coronavirus-in-ajmers-bakra-market/,Old video falsely viral as goats infected with coronavirus in Ajmer’s bakra market,2020-03-19,Alt News,No,
https://www.altnews.in/media-misreports-amitabh-bachchan-did-not-share-image-of-his-hand-with-home-quarantine-stamp/,Media misreports: Amitabh Bachchan did not share image of his hand with ‘home-quarantine’ stamp,2020-03-18,Alt News,No,
https://www.altnews.in/no-vitamin-c-and-lemon-infused-hot-water-do-not-protect-against-coronavirus-or-cancer/,"No, Vitamin C and lemon-infused hot water do not protect against coronavirus or cancer",2020-03-18,Alt News,No,
https://www.altnews.in/video-of-hindu-monk-beaten-for-misbehaving-with-child-shared-with-false-communal-narrative/,Video of Hindu monk beaten for misbehaving with child shared with false communal narrative,2020-03-18,Alt News,No,
https://www.altnews.in/no-trump-has-not-announced-launch-of-coronavirus-vaccine-by-swiss-drugmaker-roche/,"No, Trump has not announced launch of coronavirus vaccine by Swiss drugmaker Roche",2020-03-17,Alt News,No,
https://www.altnews.in/no-bank-accounts-will-not-blocked-due-to-failure-of-submitting-npr-documents/,"No, bank accounts will not be blocked due to failure of submitting NPR documents",2020-03-17,Alt News,No,
https://www.altnews.in/places-most-affected-by-coronavirus-not-situated-on-latitude-40-misleading-image-viral/,"Places most affected by coronavirus not situated on latitude 40°, misleading image viral",2020-03-17,Alt News,No,
https://www.altnews.in/public-tv-opindia-my-nation-run-fake-news-that-four-muslims-refuse-coronavirus-testing-in-karnataka/,Public TV falsely claims Muslim youths in Karnataka refuse coronavirus testing for “religious reasons”,2020-03-16,Alt News,No,
https://www.altnews.in/fake-messages-claiming-himalaya-founder-funds-terrorists-viral-on-social-media/,Fake messages claiming Himalaya founder funds terrorists viral on social media,2020-03-16,Alt News,No,
https://www.altnews.in/old-video-from-hong-kong-shared-as-china-police-crackdown-on-suspected-coronavirus-patients/,Police action during Hong Kong protest shared as crackdown on coronavirus patients in China,2020-03-16,Alt News,No,
https://www.altnews.in/no-beef-flavoured-maggi-is-not-being-sold-in-india/,"No, beef flavoured maggi is not being sold in India",2020-03-16,Alt News,No,
https://www.altnews.in/thorough-hand-washing-with-an-ordinary-soap-is-effective-in-killing-coronavirus-covid-19/,Thorough hand-washing with an ordinary soap is effective in killing coronavirus (COVID-19),2020-03-14,Alt News,No,
https://www.altnews.in/no-dean-koontzs-1981-novel-did-not-predict-coronavirus-emerging-from-china/,"No, Dean Koontz’s 1981 novel did not ‘predict’ coronavirus emerging from China",2020-03-14,Alt News,No,
https://www.altnews.in/sci-check-do-masks-help-to-prevent-the-spread-of-coronavirus/,Sci-check: Do masks help to prevent the spread of coronavirus?,2020-03-14,Alt News,No,
https://www.altnews.in/moh-states-viral-pdf-that-offers-clarification-regarding-the-declaration-of-holidays-is-false/,Coronavirus: Ministry of Health debunks fake notice viral as clarification on state holidays,2020-03-14,Alt News,No,
https://www.altnews.in/first-muslim-woman-sp-in-maharashtra-no-image-of-womens-day-celebration-viral/,"First Muslim woman SP in Maharashtra? No, image of Women’s Day celebration viral",2020-03-13,Alt News,No,
https://www.altnews.in/yes-bank-crisis-false-message-names-congress-linked-companies-as-top-willful-defaulters/,Yes Bank crisis: False message claims Congress-linked companies are top willful defaulters,2020-03-13,Alt News,No,
https://www.altnews.in/sci-check-coronavirus-advisory-falsely-attributed-to-unicef-viral-on-social-media/,Sci-check: Coronavirus advisory falsely attributed to UNICEF viral on social media,2020-03-13,Alt News,No,
https://www.altnews.in/old-video-of-a-fruit-seller-in-pakistan-spray-painting-grapes-viral-as-mumbai-india/,Old video from Pakistan shared as fruit-seller in Lonavla spraying red paint on litchi,2020-03-13,Alt News,No,
https://www.altnews.in/delhi-riots-times-now-misreports-man-firing-at-muslim-mob-as-attack-on-police/,Delhi riots: Times Now misreports man firing at Muslim mob as attack on police,2020-03-12,Alt News,Yes,
https://www.altnews.in/old-pornographic-video-viral-as-shaheen-bagh/,Old pornographic video viral as Shaheen Bagh,2020-03-12,Alt News,Yes,
https://www.altnews.in/old-images-of-weapons-seized-in-punjab-gujarat-shared-as-delhi-riots/,"Old images of weapons seized in Punjab, Gujarat shared as Delhi riots",2020-03-11,Alt News,Yes,
https://www.altnews.in/old-video-from-saudi-arabia-viral-as-20-lakh-people-convert-to-islam-in-china/,Old video from Saudi Arabia viral as 20 lakh people convert to Islam in China,2020-03-11,Alt News,No,
https://www.altnews.in/old-image-from-jk-viral-as-police-brutality-in-delhi/,Old image from J&K viral as police brutality in Delhi,2020-03-11,Alt News,Yes,
https://www.altnews.in/sudarshan-news-broadcasts-fake-news-about-woman-murdered-in-tahir-hussains-house/,Sudarshan News broadcasts fake news about woman murdered in Tahir Hussain’s house,2020-03-11,Alt News,Yes,
https://www.altnews.in/no-china-didnt-grant-permission-to-read-quran-in-the-light-of-coronavirus-epidemic/,Chinese reading Quran after ban lifted in view of coronavirus? Old video viral,2020-03-09,Alt News,No,
https://www.altnews.in/up-police-dismisses-claims-of-muslim-population-throwing-pieces-of-meat-in-front-of-a-hindu-temple-in-hathras-district/,Meats pieces thrown by Muslims outside temple in UP’s Hathras? Police debunks false claim,2020-03-09,Alt News,No,
https://www.altnews.in/no-arvind-kejriwal-didnt-admit-of-having-family-ties-with-rss-clipped-video-viral/,"No, Arvind Kejriwal didn’t admit of having family ties with RSS; clipped video viral",2020-03-09,Alt News,No,
https://www.altnews.in/minor-girls-death-in-mp-falsely-linked-with-delhi-riots-and-tahir-hussain/,Minor girl’s death in MP falsely linked with Delhi riots and Tahir Hussain,2020-03-09,Alt News,Yes,
https://www.altnews.in/old-video-bjp-mp-sharad-tripathi-beat-mla-rakesh-singh-shoes-shared-aap-sanjay/,Old video of BJP members shared as AAP’s Sanjay Singh thrashed AAP MLA with shoes,2020-03-09,Alt News,No,
https://www.altnews.in/twitter-account-with-provocative-tweets-falsely-claims-to-be-al-jazeera-correspondent/,Twitter account with provocative tweets falsely claims to be Al Jazeera correspondent,2020-03-07,Alt News,No,
https://www.altnews.in/police-lathicharge-video-on-anti-caa-protestors-in-up-shared-as-delhi-police/,Old video of UP police lathicharge on anti-CAA protesters shared as Delhi police,2020-03-06,Alt News,Yes,
https://www.altnews.in/yet-another-clipped-video-viral-to-falsely-portray-harsh-mander-as-instigating-violence/,Yet another clipped video viral to falsely portray Harsh Mander as instigating violence,2020-03-05,Alt News,Yes,
https://www.altnews.in/coronavirus-screenshots-from-aaj-taks-fact-check-shared-with-misleading-claim/,"Aaj Tak’s fact-check that alcohol, weed don’t cure coronavirus infection viral with misleading claim",2020-03-05,Alt News,No,
https://www.altnews.in/old-video-of-cop-beating-woman-in-gwalior-shared-as-delhi-police-brutality/,Old video of cop beating woman in Gwalior shared as Delhi police brutality,2020-03-05,Alt News,Yes,
https://www.altnews.in/was-srinagars-shankaracharya-temple-lit-up-for-maha-shivratri-celebrations-after-decades/,Was Srinagar’s Shankaracharya Temple lit up for Maha Shivratri celebrations after decades?,2020-03-05,Alt News,No,
https://www.altnews.in/clipped-video-shared-to-claim-harsh-mander-instigated-violence-in-jamia-speech/,Clipped video shared to claim Harsh Mander instigated violence in Jamia speech,2020-03-04,Alt News,Yes,
https://www.altnews.in/aap-offers-monetary-relief-to-only-muslim-victims-of-delhi-riots-dainik-jagran-clipping-morphed/,AAP offers monetary relief to only Muslim victims of Delhi riots? Dainik Jagran clipping morphed,2020-03-04,Alt News,Yes,
https://www.altnews.in/old-images-from-syria-bangladesh-shared-as-delhi-riots/,"Old images from Syria, Bangladesh shared as Delhi riots",2020-03-04,Alt News,Yes,
https://www.altnews.in/video-of-woman-and-a-baby-infants-bodies-dug-up-shared-with-communal-angle/,Video of infant and woman’s dead bodies dug out from ground is unrelated to Delhi riots,2020-03-04,Alt News,Yes,
https://www.altnews.in/delhi-police-supporting-stone-pelters-congress-members-share-video-from-up/,"After Jahangirpuri violence, old video from UP shared to target UP police",2020-03-03,Alt News,Yes,
https://www.altnews.in/shaheen-bagh-women-getting-paid-no-this-is-a-video-of-relief-distribution-to-delhi-riot-victims/,"Shaheen Bagh women getting paid? No, this is a video of relief distribution to Delhi riot victims",2020-03-02,Alt News,Yes,
