url,headline,datetime,fact_check_details,organization,caa
https://www.thequint.com/news/webqoof/dolphin-swam-pictures-not-from-venice-fact-check,"Italy Lockdown: No, Photos of Dolphins & Swans Are Not From Venice",3/21/20,"The pictures of swans is from Burano, which is a small island in the Venice metropolitan area.",The Quint,No
https://www.thequint.com/news/webqoof/chhapaak-acid-attackers-religion-changed-twitter-fake-news,‘Chhapaak’ Acid Attacker’s Religion Changed? Swarajya Got It Wrong,1/8/20,Reviewers who have watched the movie have confirmed that the religion of the acid attacker is unchanged. ,The Quint,No
https://www.thequint.com/news/webqoof/indira-gandhi-sitaram-yechury-photo-jnu-fact-check,Mohandas Pai Tweets Photo of Indira Gandhi at JNU With Fake Claim,1/13/20,"According to the photo, Indira Gandhi brought police to JNU & beat up Yechury for protesting against the Emergency.",The Quint,Yes
https://www.thequint.com/news/webqoof/opindia-fake-claim-muslims-denying-coronavirus-screening-in-karnataka,OpIndia Runs Fake News On Muslims Refusing to Be Tested in K’taka,3/17/20,Deputy commissioner of Uttara Kannada said that neither him nor his officials have conveyed any such information.,The Quint,No
https://www.thequint.com/news/webqoof/italy-thats-a-digitally-created-creature-not-a-demon,"No, That’s Not a ‘Demon’ in Italy – It’s a Digital Creation",3/27/20,The video shows a digitally created structure and not a demon.,The Quint,No
https://www.thequint.com/news/webqoof/yogi-found-in-tamil-nadu-300-years-fact-check,"Saint Found Alive in TN After 300 Years? No, That’s a False Claim",2/24/20,"The video shows a man, identified as Alexander, receiving treatment for a skin disease called psoriasis.",The Quint,No
https://www.thequint.com/news/webqoof/jaffrabad-shooter-was-identified-as-shahrukh-not-anurag-mishra,"Jaffrabad Shooter Was Identified as Shahrukh, Not Anurag Mishra",2/28/20,"The man who fired eight rounds in Delhi’s Jaffrabad area on Monday, 24 February was identified as Shahrukh.",The Quint,Yes
https://www.thequint.com/news/webqoof/photos-of-animals-killed-in-australian-wildfires-fact-check,"Tigers Engulfed in Flames of Australian Bushfires? No, Think Again",1/14/20,"Some of the wildly viral photos are not from the bushfires, but have been misappropriated from unrelated incidents.",The Quint,No
https://www.thequint.com/news/webqoof/china-pm-offering-namaz-to-cure-coronavirus-fact-check,Old Video Shared as Chinese PM Praying Amid Coronavirus Scare,3/11/20,The video is almost four years old and shows the Malaysian PM offering prayers at a mosque in China. ,The Quint,No
https://www.thequint.com/news/webqoof/ten-times-us-president-donald-trump-was-caught-lying, Trump’s Pinocchio Moments: 10 Times US Prez Spread Disinformation,2/20/20,"Ahead of Trump’s India visit, here’s a look at 10 instances when the US president was caught sharing disinformation.",The Quint,No
https://www.thequint.com/news/webqoof/amit-shah-touching-swami-nithyanandas-feet-photo-fact-check,"Amit Shah Touching Nithyananda’s Feet? Nope, Look Again",12/9/19,The face of the man bending in the photo to touch Nithyananda’s feet is largely concealed by the latter’s hands. ,The Quint,No
https://www.thequint.com/news/webqoof/coronavirus-covid19-fake-news-attributed-to-unicef-fact-check,Message on Coronavirus (COVID-19) Neither From UNICEF Nor Accurate,3/11/20,A message attributed to UNICEF with misleading claims related to the  coronavirus is being shared on social media.,The Quint,No
https://www.thequint.com/news/webqoof/pakistan-zindabad-slogans-raised-at-lucknow-protests-fact-check,‘Pakistan Zindabad’ Slogans Raised at Lucknow Protests? Fake Alert,12/30/19,Amit Malviya shared a video with a claim that “Pakistan Zindabad” slogans were raised at CAA protests in Lucknow. ,The Quint,Yes
https://www.thequint.com/news/webqoof/muslims-chanting-azadi-from-rahul-gandhi-slogans-fact-check,Muslims Chanting Azadi from Rahul Gandhi Slogans? Here’s The Truth,1/16/20,The viral video that claims freedom from opposition leaders is misleading and an old video published in May 2019.,The Quint,No
https://www.thequint.com/news/webqoof/edited-photo-abusing-hindus-shared-to-discredit-caa-protests,Edited Photo Abusing Hindus Shared to Discredit CAA Protests,12/21/19,The edited picture crops the poster from the centre to create a false impression.,The Quint,Yes
https://www.thequint.com/news/webqoof/heres-the-truth-behind-viral-videos-about-shaheen-bagh-protests,‘Reality of Shaheen Bagh’: Videos Shared With Fake Claims Go Viral,1/29/20,A set of images are circulating with the claim that truth of women sitting in the protest of Shaheen Bagh is busted.,The Quint,Yes
https://www.thequint.com/news/webqoof/coronavirus-holidays-declared-14-march-in-four-states-fake-alert,COVID-19: Blanket Holidays Declared In 4 States? Fake Alert!,3/13/20,Sources in the Health Ministry have confirmed to The Quint that the circular has not been issued by the ministry.,The Quint,No
https://www.thequint.com/news/webqoof/sunny-deols-movie-clip-shared-with-false-jihadi-education-spin,Sunny Deol’s Movie Clip Shared With False ‘Jihadi Education’ Spin,3/11/20,The video is being shared out of context and has been clipped from a 2019 feature film ‘Blank’.,The Quint,No
https://www.thequint.com/news/webqoof/round-up-of-fake-news-around-caa-protests-students-police,Here’s Your Round-Up of All the Fake News Around CAA Protests,12/18/19,The Quint’s WebQoof has identified and debunked at least nine fake news stories in the past five days.,The Quint,Yes
https://www.thequint.com/news/webqoof/no-proof-to-suggest-coronil-drops-cure-coronavirus-covid-19,No Proof To Suggest ‘Coronil Drops’  Cure Coronavirus (COVID-19),3/16/20,"“I will not recommend this medicine, considering that nothing is known about its composition,” Dr Manpreet said.",The Quint,No
https://www.thequint.com/news/webqoof/street-vendor-spray-painting-fruits-in-lonavala-heres-the-truth,Video of Pak Street Vendor Painting Fruits Shared with False Claim,3/16/20,The video is from Pakistan’s Afzalpur where a fruit vendor was caught spray painting fruits in broad daylight.,The Quint,No
https://www.thequint.com/news/webqoof/us-accepts-quran-can-help-fight-covid-19-fact-check,Old Video Used to Claim ‘US Accepts Quran’ to Fight COVID-19,3/27/20,The video is from 2017 when Trump attended the inaugural prayer service after taking oath as the  President.,The Quint,No
https://www.thequint.com/news/webqoof/biryani-laced-with-drugs-for-hindus-no-photos-are-unrelated,"Biryani Laced With Drugs for Hindus? No, Photos Are Unrelated",3/2/20,The first picture could be found in a video which was posted by a channel called ‘Street Foodie Official’.,The Quint,No
https://www.thequint.com/news/webqoof/justice-muralidhar-worked-closely-with-congress-fake-claim-fact-check,Fake Posts Shared to Claim Justice Muralidhar Worked Under Cong MP,3/2/20,Multiple posts have been  shared  to claim that Justice Muralidhar worked as Congress MP’s assistant.,The Quint,No
https://www.thequint.com/news/webqoof/hot-water-gargles-cure-covid-19-claim-not-medically-corroborated,Hot Water Gargles Cure COVID-19? Claim Not Medically Corroborated,3/26/20,There’s no medical proof that hot water gargles with salt/vinegar can treat the novel coronavirus.,The Quint,No
https://www.thequint.com/news/webqoof/case-of-sexual-harassment-from-ambala-shared-with-communal-spin,Case of Sexual Harassment From Ambala Shared With Communal Spin,1/21/20,Ambala police officials confirmed that the accused is not a Muslim but one Pawan Kumar. ,The Quint,No
https://www.thequint.com/news/webqoof/up-cleric-thrashed-by-cops-for-pelting-stones-fact-check,UP Cleric Caught Pelting Stones During CAA Protests? Look Again!,12/31/19,A message is being circulated on social media with a claim that a UP cleric was thrashed by cops for pelting stones.,The Quint,Yes
https://www.thequint.com/news/webqoof/delhi-violence-dcp-amit-sharma-passes-away-message-fact-check,Delhi Violence: Fake Messages Claim DCP Amit Sharma Has Died ,2/26/20,Delhi Police PRO Anil Mittal told The Quint that his condition is stable and improving. ,The Quint,Yes
https://www.thequint.com/news/webqoof/video-claiming-bullied-boy-quaden-bayles-killed-self-is-fake,Video  Claiming ‘Bullied Boy Quaden Bayles Killed Self’ is Fake,3/9/20,A purported video ‘from BBC’ claims that bullied boy Quaden Bayles killed himself after bullying at school worsened.,The Quint,No
https://www.thequint.com/news/webqoof/children-holding-massacre-those-who-insult-islam-sign-look-again,Old Protest Image Reshared Without Context Amid Anti-CAA Stir,1/17/20,The image is from a protest which was organised in Kolkata but it is eight years old. ,The Quint,Yes
https://www.thequint.com/news/webqoof/old-helpline-service-by-mumbai-police-shared-as-recent-service,Another Defunct Helpline No. For Women Safety Goes Viral,12/3/19,The initiative was started by the Mumbai Police back in 8 March 2014 and was shut down on March 2017.,The Quint,No
https://www.thequint.com/news/webqoof/delhi-violence-no-these-photos-dont-show-cops-beating-civilians,"Delhi Violence: No, These Photos Don’t Show Cops Beating Civilians",3/4/20,"The first image which shows a cop beating a boy is from Dhaka, while the other one is from Syria.",The Quint,Yes
https://www.thequint.com/news/webqoof/twitter-testing-community-reporting-feature-as-way-to-curb-misinformation,Twitter is Testing Community Reporting  to Curb Misinformation,2/21/20,The demo shows red or orange labels for tweets deemed as “harmfully misleading”.,The Quint,No
https://www.thequint.com/news/webqoof/republic-tv-falsely-implicates-anti-caa-protesters-for-jamia-shooting,"Republic Says Anti-CAA Protester Fired At Jamia, Facts Be Damned",1/30/20,"The shooter made his intentions clear through Facebook. Republic TV, however, had a different narrative.",The Quint,Yes
https://www.thequint.com/news/webqoof/not-bjp-mla-anil-upadhyay-condemning-beef-ban-in-karnataka,BJP MLA Upadhayay Didn't Condemn Beef Ban Because He Doesn't Exist,3/12/20,"The man in this video is a Kannada actor whose screen name is Sathyajith, and the real name is Syed Nizammudin.",The Quint,Yes
https://www.thequint.com/news/webqoof/delhi-mosque-vandalism-video-was-wrongly-labelled-fake-by-media,Delhi Mosque Vandalism Video Was Wrongly Labelled ‘Fake’ by Media,2/26/20,The Quint visited the location to find out the facts and what had transpired in the afternoon of 25 February.,The Quint,Yes
https://www.thequint.com/news/webqoof/two-cases-of-coronavirus-confirmed-in-kolkata-news-fact-check,"2 Cases of Coronavirus Confirmed in Kolkata? No, Media Misreported",2/15/20,News agency PTI was among the first to report on these alleged cases of coronavirus in Kolkata. ,The Quint,No
https://www.thequint.com/news/webqoof/magic-blankets-given-by-aap-to-differently-abled-bijnor-fake-alert,‘Magic Blankets’ Given by AAP to Differently Abled? Fake Alert!,1/31/20,The video is from Bijnor’s Seohara area & the blankets were not distributed by the AAP government.,The Quint,No
https://www.thequint.com/news/webqoof/viral-video-claiming-hindu-women-being-beaten-in-pakistan-fact-check,"Hindu Women Beaten Up in Pak? No, Video is Unrelated & From Jammu",1/29/20,A Twitter user shared the video with the claim that it shows the plight of Hindu women in Pakistan.,The Quint,No
https://www.thequint.com/news/webqoof/azim-premji-donated-50000-cr-in-2019-covid-19-fact-check,"COVID-19: Old Report Shared as Azim Premji Donating 50,000 Cr",3/31/20,"The donation actually came in March 2019 when the business tycoon had donated Rs 52,750 crores to charity.",The Quint,No
https://www.thequint.com/news/webqoof/amu-students-chanted-hinduon-ki-kabr-khudegi-false-claim-fact-check,Did AMU Students Chant ‘Hinduon Ki Kabr Khudegi’? Fake News!  ,12/16/19,"In another video, users falsely claimed that students in Jamia University raised ‘Hinduon se aazadi’ slogans.",The Quint,Yes
https://www.thequint.com/news/webqoof/is-china-killing-coronavirus-patients-no-videos-are-unrelated-fact-check,Unrelated Videos Used to Show Coronavirus Patients Killed in China,3/11/20,"As per  France 24 Observer, a part of the video shows a  man hit in a motorcycle accident, not killed by police. ",The Quint,No
https://www.thequint.com/news/webqoof/shaheen-bagh-empty-post-aap-win-twitter-abuzz-with-false-report,Shaheen Bagh Empty Post AAP Win? Twitter Abuzz With False Report,2/11/20,"It’s unclear when the protesters will move from Shaheen Bagh, but as of today, they continue to raise their voice.",The Quint,Yes
https://www.thequint.com/news/webqoof/did-abvp-member-attack-protesting-students-disguised-as-cop-fact-check,"Man in Civilian Clothes Is Delhi Cop, Not ABVP’s Bharat Sharma",12/18/19,The Quint’s reporter has independently verified that the man seen in the image is constable Arvind Kumar.,The Quint,Yes
https://www.thequint.com/news/webqoof/shaheen-bagh-women-protesters-being-paid-in-video-from-old-mustafabad,Delhi Violence Relief Video Used to Malign Shaheen Bagh Protests,3/4/20,"The Quint found out that the video is neither from Shaheen Bagh, nor were the women being paid to protest.",The Quint,Yes
https://www.thequint.com/news/webqoof/how-tiktok-has-become-a-hotbed-for-disinformation-around-covid-19,How  TikTok Influencers Are Fuelling Fake News on COVID-19 ,3/27/20,"From meat-eating to hugging and propagating myths on the novel coronavirus, TikTok has become a hotbed of fake news.",The Quint,No
https://www.thequint.com/news/webqoof/jaipur-anti-encroachment-drive-video-shared-as-police-action-in-assam,Jaipur Anti-Encroachment Drive Video Shared as Assam Police Action,1/20/20,The video shows a tussle between Jaipur police and the residents of a colony against illegal encroachment. ,The Quint,Yes
https://www.thequint.com/news/webqoof/video-of-alleged-murder-being-claimed-a-communal-attack-on-muslims,Video of a ‘Murder’ From WB Shared With a False Communal Claim,3/3/20,The video is being widely shared on social media with the claim that ‘Hindutva goons’ are burying muslims. ,The Quint,No
https://www.thequint.com/news/webqoof/viral-image-on-lockdown-from-narendra-modi-address-coronavirus-fake-alert,Viral Image of PM Modi’s Address With Lockdown Message Is Fake,3/20/20,The viral image is a part of a presentation made by startup founders and sent to the prime minister’s office.,The Quint,No
https://www.thequint.com/news/webqoof/rss-member-impersonates-a-cop-at-anti-caa-protests-fact-check,"RSS Member Impersonates Cop at Anti-CAA Protests? Nope, Look Again",12/27/19,An image is being shared with the claim that an RSS member impersonated a cop during anti-CAA protest. ,The Quint,Yes
https://www.thequint.com/news/webqoof/did-saudi-arabian-airlines-suspend-all-its-flight-to-india-false,"No, Saudi Arabian Airlines Did Not Suspend its Flights to India",12/18/19,"“All flights to and from India are operating as per usual schedules,” a Saudi Arabian Airlines official confirmed.",The Quint,No
https://www.thequint.com/news/webqoof/pm-modi-estranged-wife-jashodaben-protesting-in-shaheen-bagh-fact-check,"Jashodaben Protesting in Shaheen Bagh? Nope, Picture is Old",1/21/20,This picture is  from 2016 where Jashodaben had joined members of an NGO on a day-long hunger strike in Mumbai.,The Quint,Yes
https://www.thequint.com/news/webqoof/boy-wearing-slipper-garland-passed-off-as-dalit-atrocity-in-pune,Old Incident From Bangladesh Passed off as Dalit Atrocity in Pune,12/4/19,The boy was punished for harassing a ninth standard girl in Bangladesh following which he was garlanded with shoes.,The Quint,No
https://www.thequint.com/news/webqoof/old-video-of-bjp-lawmakers-fighting-shared-as-aap-leaders-scuffle,Old Video of BJP Lawmakers Fighting Shared as AAP Leaders’ Scuffle,3/9/20,The video shows BJP lawmakers thrashing and abusing each other in Uttar Pradesh’s Sant Kabir Nagar.,The Quint,No
https://www.thequint.com/news/webqoof/fake-news-chinese-converting-to-islam-to-prevent-coronavirus-fact-check,Chinese Converting To Islam To Prevent Coronavirus? Fake Alert!,2/18/20,A viral video is being shared to claim that Chinese citizens are converting to Islam to prevent coronavirus. ,The Quint,No
https://www.thequint.com/news/webqoof/old-video-of-up-cops-hitting-pregnant-woman-shared-without-context,Old Video of UP Cops Hitting Pregnant Woman Shared Without Context,2/5/20,The video is almost a year old and it shows police action against BEd and TET candidates who were protesting in UP.,The Quint,No
https://www.thequint.com/news/webqoof/pakistani-protesters-burning-tricolour-falsely-attributed-to-caa-protesters-fact-check,Old Image of Pakistanis Burning Tricolour Linked to CAA Protesters,3/6/20,The image does not show CAA protesters. These protests actually took place in Pakistan’s Multan in June 2015.,The Quint,Yes
https://www.thequint.com/news/webqoof/uk-coronavirus-patient-shared-as-pak-doctors-final-appeal-fact-check,Video of UK Patient Shared as Pak Doctor’s Appeal Before Death,3/26/20,The man in the video is not Pakistani Dr Usman Riaz but a UK resident named Mubashir Ahmed.,The Quint,No
https://www.thequint.com/news/webqoof/fake-news-from-jamia-arson-to-coronavirus-media-misreporting-is-a-menace,"From Jamia Arson to Coronavirus, Media Misreporting is a Menace",2/22/20,What happens in a situation when the media starts publishing misinformation?,The Quint,No
https://www.thequint.com/news/webqoof/delhi-elections-bjp-manoj-tiwari-used-deepfake-to-reach-larger-voter-base,Delhi Polls: Manoj Tiwari Used Deepfake to Reach Larger Voter Base,2/19/20,"Deepfake videos were circulated in 5,800 WhatsApp groups in Delhi-NCR, according to Vice.",The Quint,No
https://www.thequint.com/news/webqoof/prakash-javadekar-falsely-claims-no-bomb-blast-happened-in-last-6-years,Javadekar Falsely Claims That No Bomb Blast Happened in Last 6 Yrs,3/12/20,"More than 1,000 explosion incidents were reported in many parts of the country over the last six years.",The Quint,No
https://www.thequint.com/news/webqoof/intelligence-bureau-officer-ankit-sharma-stabbed-400-times-forensic-expert-denies-reports,"Ankit Sharma Stabbed 12 Times, Not 400 – Post-Mortem Debunks Claim",3/14/20,Home Minister Amit Shah and BJP MP Meenakshi Lekhi had also claimed that Sharma was stabbed 400 times.,The Quint,No
https://www.thequint.com/news/webqoof/delhi-polls-old-video-used-to-claim-muslims-chanted-anti-hindu-slogans,Fatah Shares Old Video as  Muslims Raising Communal Slurs in Delhi,2/11/20,The video is actually from Rajasthan’s Udaipur and dates back to 2017.,The Quint,No
https://www.thequint.com/news/webqoof/daniel-radcliffe-tested-positive-for-coronavirus-here-is-the-truth-fact-check,Daniel Radcliffe Tested Positive for Coronavirus? Here’s the Truth,3/11/20,The fake account has now been suspended by Twitter for violating the rules.,The Quint,No
https://www.thequint.com/news/webqoof/aam-aadmi-party-list-for-delhi-elections-shared-with-false-communal-angle,Fake AAP Candidate List for Delhi Polls Shared With Communal Angle,1/14/20,"According to the message, AAP has decided to field 21 Muslims out of 27 candidates in its first list. ",The Quint,No
https://www.thequint.com/news/webqoof/tarek-fatah-claims-pakistani-woman-screamed-at-polio-vaccine-volunteers-fact-check,"Pak Woman Yelled at Polio Workers? No, Tarek Fatah Gets It Wrong",1/15/20,"The video has been taken from a scene in Pakistani movie, Load Wedding which was released in 2018. ",The Quint,No
https://www.thequint.com/news/webqoof/the-wire-journalist-creating-islamic-state-bjp-shares-clipped-video-fact-check, BJP Used Clipped Video to Claim Scribe Calls for an Islamic State,1/28/20,"In the original clip, she says that protests should  “not be Muslim-only” and instead, should be inclusive. ",The Quint,No
https://www.thequint.com/news/webqoof/poster-at-priyanka-gandhi-dharna-calls-for-a-muslim-india-fact-check,Poster at Priyanka’s Dharna Calls for a ‘Muslim India’? Fake Alert,12/24/19,"The slogan written on the poster actually read, “Lathi-goli nahi rozgaar-roti do.” ",The Quint,Yes
https://www.thequint.com/news/webqoof/social-media-activists-opinion-on-judiciary-shared-as-justice-srikrishna-fact-check,Man Lashing Out at Judiciary on Camera is Not Justice Srikrishna,12/12/19,The video of a man sharing his opinion on the Hyderabad vet rape-murder and the encounter has gone viral.,The Quint,No
https://www.thequint.com/news/webqoof/covid-19-dr-devi-shetty-released-audio-note-on-coronavirus-fact-check,"No, Dr Devi Shetty Hasn’t Released an Audio Note on Coronavirus",3/19/20,"Speaking to The Quint, Dr Shetty denied releasing any such note and called the clip ‘fake’.",The Quint,No
https://www.thequint.com/news/webqoof/covid-19-visuals-of-dead-bodies-and-coffins-are-not-from-italy,Dead COVID-19 Patients in Italy? Pictures are Old & Unrelated,3/31/20,The visuals are not related to the novel coronavirus pandemic in Italy; they are of different incidents and old.,The Quint,No
https://www.thequint.com/news/webqoof/ludhiana-police-numbers-for-free-rides-for-women-passed-off-as-maharashtra,"Ludhiana’s Free Ride Scheme for Women Shared as Maha’s, Kolkata’s",12/9/19,"One of the numbers  mentioned in the message is a pan-India number, while the other one is Ludhiana Police’s.",The Quint,No
https://www.thequint.com/news/webqoof/corpses-of-wuhan-coronavirus-patients-dumped-on-roads-fake-news-fact-check,Corpses of Wuhan Coronavirus Patients Dumped on Roads? Fake Alert,3/11/20,A video on the internet is claiming that corpses of Wuhan coronavirus patients are being dumped on roads.,The Quint,No
https://www.thequint.com/news/webqoof/mha-order-says-stop-using-word-hindu-ban-shiva-linga-fact-check,Did Home Ministry Ban Official Use of ‘Hindu’?  Fake News Alert,1/17/20,"The fake order claims that MHA has directed all the states and UTs to avoid the term ‘Hindu’, ‘shiv ling’ etc.",The Quint,No
https://www.thequint.com/news/webqoof/no-toll-fee-for-lawyers-across-india-nhai-issues-clarification-fact-check,NHAI Exempting Lawyers From Paying Toll Tax? Letter is Fake!,12/12/19,NHAI issued a clarification stating that advocates are not exempted from paying user fee at NH Fee toll plazas.,The Quint,No
https://www.thequint.com/news/webqoof/swedish-child-beaten-by-muslims-immigrants-for-having-blue-eyes-fact-check,"Swedish Child Beaten by Muslim Immigrants? No, It’s False News",1/2/20,Image of a dog attack victim is being shared as a Swedish child attacked by Muslim immigrants for having blue eyes.,The Quint,No
https://www.thequint.com/news/webqoof/dilip-ghosh-attacked-by-mob-during-bjp-caa-outreach-program-fact-check,Old Video of Attack on BJP’s Dilip Ghosh Revived Amid CAA Protests,1/21/20,"The video is from 2017 when Ghosh, along with other BJP leaders, was attacked by Gorkha supporters in Darjeeling.",The Quint,Yes
https://www.thequint.com/news/webqoof/covid-19-media-misreports-cristiano-ronaldo-turning-hotels-to-hospitals-fact-check,Ronaldo Isn’t Turning Hotels to Hospitals for Coronavirus Patients,3/16/20,Spokesperson of Ronaldo’s hotel in Lisbon in Portugal denied hat the hotel was going to be transformed into a hotel.,The Quint,No
https://www.thequint.com/news/webqoof/land-dispute-shared-as-communal-attack-on-bangladesh-iskcon-temple-fact-check,Land Dispute Shared as Communal Attack on B’desh ISKCON Temple,1/24/20,We got in touch with the management of ISKCON and the police who said that the incident was a property dispute.,The Quint,No
https://www.thequint.com/news/webqoof/belgium-health-minister-bans-sexual-activities-over-covid-19-false-fact-check,Did Belgium Health Minister Ban 'Group Sex' Over COVID-19? Nope!,3/24/20,World News Daily Report produces articles that are ‘satirical’ and ‘fictional’ in nature.,The Quint,No
https://www.thequint.com/news/webqoof/meenakshi-lekhi-claim-about-no-riots-in-gujarat-post-2002-is-false,Meenakshi Lekhi’s Claim About ‘No Riots in Guj Post 2002’ is False,3/17/20,The data collected by the NCRB paints a different picture and shows the  cases of violence/riots post 2002.,The Quint,No
https://www.thequint.com/news/webqoof/caa-protests-class-12-student-misidentified-as-jamia-ayesha-renna-fact-check,CAA Protests: Class 12 Student Misidentified as Jamia’s Ayesha ,12/19/19,The girl seen in the images is actually 17-year-old Safa Sebin who is a class 12 student in a Wayanad school.,The Quint,Yes
https://www.thequint.com/news/webqoof/fake-tweet-used-to-claim-shehla-rashid-asked-to-boycott-shikara-fact-check,Fake Tweet Used to Claim Shehla Rashid Asked to Boycott Shikara,1/13/20,"Speaking to The Quint, Shehla Rashid said that the tweet is fake and that she has not made any such appeal.",The Quint,No
https://www.thequint.com/news/webqoof/amit-shah-says-congress-divided-india-on-the-basis-of-religion-fact-check,"Cong Divided India on Basis of Religion, Says Shah – But Did It? ",2/13/20,"While blaming the Congress for partition based on religion, Amit Shah might be overlooking history and facts. ",The Quint,No
https://www.thequint.com/news/webqoof/morphed-images-used-to-claim-modi-ordered-internet-shut-down-coronavirus-fact-check,COVID-19: Fake Bulletin Used to Claim PM Ordered Internet Shutdown,3/27/20,"The viral images differ from the actual bulletins in terms of formatting, content and language.",The Quint,No
https://www.thequint.com/news/webqoof/blind-singers-video-sees-million-views-but-the-claim-is-fake-fact-check,"‘Blind’ Singers’ Video Sees Million Views, But the Claim Is Fake  ",12/31/19,"The video went viral in 2017 too, but Aabhas Joshi, who features in the video, told us that the claim is false.",The Quint,No
https://www.thequint.com/news/webqoof/turmeric-and-lemon-help-fight-coronavirus-heres-the-truth-fake-news-doctors-explain,Turmeric and Lemon Help Fight Coronavirus? Doctors Say No Proof,3/12/20,"Filmmaker Vivek Agnihotri is among those who have claimed this on social media, but doctors say there’s no evidence.",The Quint,No
https://www.thequint.com/news/webqoof/photo-of-people-lying-dead-on-a-street-due-to-coronavirus-fact-check,"Photo of People Who Died of Coronavirus? No, It’s an Art Project!",3/11/20,"Along with the photo, a message is also being shared which lays out warnings against the deadly coronavirus.",The Quint,No
https://www.thequint.com/news/webqoof/jnu-umar-khalid-chanted-hinduon-se-azadi-bjp-makes-false-claim-fact-check,Did Umar Khalid Chant ‘Hinduon Se Azadi’? BJP Makes False Claim,1/6/20, Umar Khalid took to Twitter and claimed that Bagga’s tweet was spreading lies.,The Quint,No
https://www.thequint.com/news/webqoof/gautam-gambhir-uses-defunct-school-to-target-aap-on-education-front-fact-check,Gambhir Uses Defunct School to Target AAP on Education Front,1/30/20,The Quint saw a notice outside the school stating that it was shifted to SBV JJ Colony on 9 October 2019.,The Quint,No
https://www.thequint.com/news/webqoof/old-photo-of-cop-thrashing-protester-in-lucknow-shared-as-jamia-fact-check,"IPS Officer Stepping On Jamia Student? No, Image Is From Lucknow",12/16/19,An old image of a cop trampling a protester with boots is viral on social media with a claim that it is from Jamia. ,The Quint,Yes
https://www.thequint.com/news/webqoof/aap-providing-relief-aid-to-only-muslims-newspaper-advertisement-is-edited-fact-check,AAP Providing Relief Aid to Only Muslims? Newspaper Ad is Edited,3/4/20,The pamphlet lists down the amount that the AAP government will be giving to the victims of the Delhi violence.,The Quint,Yes
https://www.thequint.com/news/webqoof/jnu-violence-abvp-claims-sfi-soori-icu-healed-in-24-hours-fact-check,‘Magically Healed in a Day’: ABVP’s Fake Claim About JNU’s Soori,1/8/20,The claim implies JNU student Soori had faked his injuries from the JNU violence. Here’s why the claim is false.,The Quint,Yes
https://translate.google.com/translate?hl=en&sl=id&u=https://www.thequint.com/news/webqoof/2015-images-used-to-claim-kanika-kapoor-infected-prince-charles-with-covid-19&prev=search&pto=aue,"No, Kanika Kapoor Did Not Infect Prince Charles With COVID-19",3/25/20,"The image is from 2015 when Kanika Kapoor attended an event hosted by Prince Charles Camilla, Duchess of Cornwall.",The Quint,No
